id,name,category,cuisine,serving,serving_grams,calories,protein,carbs,fat,sugar,source,imageUrl,imageQuery
133,Yong Tau Foo Soup,Soup,Chinese Malaysian,1 bowl,450.0,360.0,30.0,24.0,16.0,5.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?soup%20bowl,soup bowl
134,Tom Yam Seafood,Soup,Thai/Malaysia,1 bowl,450.0,308.0,32.0,18.0,12.0,8.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?tom%20yam%20seafood%20thai/malaysia%20food,tom yam seafood thai/malaysia food
135,Kuih Lapis,Kuih,Malaysia,1 piece,60.0,165.0,2.0,28.0,5.0,15.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
136,Kuih Talam,Kuih,Malaysia,1 piece,70.0,177.0,3.0,30.0,5.0,14.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
137,Seri Muka,Kuih,Malaysia,1 piece,80.0,223.0,4.0,36.0,7.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
138,Onde Onde,Kuih,Malaysia,5 pieces,100.0,274.0,3.0,52.0,6.0,28.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
139,Kuih Ketayap,Kuih,Malaysia,1 roll,70.0,185.0,3.0,32.0,5.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
140,Kuih Keria,Kuih,Malaysia,2 pieces,100.0,282.0,4.0,44.0,10.0,16.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
141,Kuih Kosui,Kuih,Malaysia,3 pieces,90.0,213.0,2.0,40.0,5.0,22.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
142,Kuih Lopes,Kuih,Malaysia,1 serving,120.0,288.0,4.0,50.0,8.0,24.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
143,Kuih Cara Manis,Kuih,Malaysia,5 pieces,100.0,244.0,5.0,38.0,8.0,16.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
144,Kuih Cara Berlauk,Kuih,Malaysia,5 pieces,110.0,258.0,8.0,34.0,10.0,4.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
145,Kuih Bahulu,Kuih,Malaysia,5 pieces,75.0,201.0,5.0,34.0,5.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
146,Kuih Akok,Kuih,Malaysia,2 pieces,90.0,258.0,6.0,36.0,10.0,20.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
147,Kuih Bingka Ubi,Kuih,Malaysia,1 piece,90.0,244.0,3.0,40.0,8.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
148,Kuih Sagu,Kuih,Malaysia,1 piece,80.0,190.0,1.0,42.0,2.0,20.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
149,Kuih Pulut Inti,Kuih,Malaysia,1 piece,90.0,256.0,4.0,42.0,8.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
150,Kuih Tepung Pelita,Kuih,Malaysia,1 cup,80.0,208.0,2.0,32.0,8.0,16.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
151,Kuih Puteri Ayu,Kuih,Malaysia,3 pieces,90.0,222.0,4.0,38.0,6.0,16.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
152,Kuih Apam Mekar,Kuih,Malaysia,1 piece,70.0,175.0,3.0,34.0,3.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
153,Kuih Apam Balik,Snacks,Malaysia,1 piece,160.0,400.0,8.0,56.0,16.0,24.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
154,Apam Balik Thin,Snacks,Malaysia,1 piece,120.0,316.0,6.0,46.0,12.0,20.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
155,Karipap Kentang,Snacks,Malaysia,2 pieces,110.0,290.0,5.0,36.0,14.0,3.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?curry%20puff,curry puff
156,Karipap Ayam,Snacks,Malaysia,2 pieces,120.0,312.0,8.0,34.0,16.0,3.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?curry%20puff,curry puff
157,Cucur Udang,Snacks,Malaysia,4 pieces,160.0,362.0,10.0,40.0,18.0,4.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?cucur%20udang%20malaysia%20food,cucur udang malaysia food
158,Cucur Badak,Snacks,Malaysia,3 pieces,120.0,302.0,6.0,38.0,14.0,5.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?cucur%20badak%20malaysia%20food,cucur badak malaysia food
159,Cekodok Pisang,Snacks,Malaysia,5 pieces,120.0,300.0,4.0,44.0,12.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?cekodok%20pisang%20malaysia%20food,cekodok pisang malaysia food
160,Pisang Goreng,Snacks,Malaysia,3 pieces,150.0,360.0,4.0,50.0,16.0,20.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?pisang%20goreng%20malaysia%20food,pisang goreng malaysia food
161,Ubi Goreng,Snacks,Malaysia,1 serving,150.0,354.0,3.0,54.0,14.0,6.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?ubi%20goreng%20malaysia%20food,ubi goreng malaysia food
162,Keropok Lekor,Snacks,Malaysia,10 pieces,160.0,316.0,14.0,38.0,12.0,5.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?keropok%20lekor%20malaysia%20food,keropok lekor malaysia food
163,Popiah Basah,Snacks,Malaysia,2 rolls,140.0,248.0,6.0,38.0,8.0,7.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?popiah%20spring%20roll,popiah spring roll
164,Popiah Goreng,Snacks,Malaysia,2 rolls,140.0,316.0,7.0,36.0,16.0,5.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?popiah%20spring%20roll,popiah spring roll
165,Vadai,Snacks,Indian Malaysian,2 pieces,120.0,320.0,10.0,34.0,16.0,4.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?vadai%20indian%20malaysian%20food,vadai indian malaysian food
166,Pau Kaya,Snacks,Chinese Malaysian,1 bun,80.0,226.0,5.0,38.0,6.0,16.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?steamed%20bun,steamed bun
167,Pau Kacang Merah,Snacks,Chinese Malaysian,1 bun,90.0,237.0,6.0,42.0,5.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?steamed%20bun,steamed bun
168,Pau Ayam,Snacks,Chinese Malaysian,1 bun,100.0,264.0,10.0,38.0,8.0,6.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?steamed%20bun,steamed bun
169,Tau Fu Fa,Dessert,Chinese Malaysian,1 bowl,220.0,196.0,8.0,32.0,4.0,22.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?tau%20fu%20fa%20chinese%20malaysian%20food,tau fu fa chinese malaysian food
170,Cendol,Dessert,Malaysia,1 bowl,300.0,388.0,5.0,65.0,12.0,45.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?cendol%20malaysia%20food,cendol malaysia food
171,Ais Kacang,Dessert,Malaysia,1 bowl,350.0,438.0,7.0,80.0,10.0,50.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?ais%20kacang%20malaysia%20food,ais kacang malaysia food
172,Bubur Cha Cha,Dessert,Malaysia,1 bowl,300.0,376.0,5.0,62.0,12.0,32.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?rice%20porridge,rice porridge
173,Bubur Kacang Hijau,Dessert,Malaysia,1 bowl,280.0,340.0,9.0,58.0,8.0,30.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?rice%20porridge,rice porridge
174,Sago Gula Melaka,Dessert,Malaysia,1 bowl,240.0,316.0,3.0,58.0,8.0,35.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?sago%20gula%20melaka%20malaysia%20food,sago gula melaka malaysia food
175,Pulut Hitam,Dessert,Malaysia,1 bowl,280.0,360.0,6.0,66.0,8.0,32.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?pulut%20hitam%20malaysia%20food,pulut hitam malaysia food
176,Ais Krim Potong,Sweets,Malaysia,1 stick,70.0,171.0,3.0,24.0,7.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?ice%20cream,ice cream
177,Dodoll,Sweets,Malaysia,1 piece,50.0,185.0,1.0,34.0,5.0,22.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?dodoll%20malaysia%20food,dodoll malaysia food
178,Halwa Maskat,Sweets,Malaysia,1 piece,50.0,202.0,1.0,36.0,6.0,24.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?halwa%20maskat%20malaysia%20food,halwa maskat malaysia food
179,Kuih Bakul,Sweets,Chinese Malaysian,1 slice,60.0,149.0,1.0,34.0,1.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
180,Mooncake Lotus,Sweets,Chinese Malaysian,1/4 piece,90.0,342.0,6.0,48.0,14.0,28.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?mooncake%20lotus%20chinese%20malaysian%20food,mooncake lotus chinese malaysian food
181,Pineapple Tart,Sweets,Malaysia,3 pieces,60.0,264.0,3.0,36.0,12.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?pineapple%20tart%20malaysia%20food,pineapple tart malaysia food
182,Kuih Kapit,Sweets,Malaysia,6 pieces,45.0,187.0,3.0,28.0,7.0,12.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
183,Murukku,Snacks,Indian Malaysian,1 serving,50.0,258.0,5.0,28.0,14.0,2.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?murukku%20indian%20malaysian%20food,murukku indian malaysian food
184,Kacang Putih,Snacks,Indian Malaysian,1 serving,50.0,234.0,8.0,28.0,10.0,3.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?kacang%20putih%20indian%20malaysian%20food,kacang putih indian malaysian food
185,Sweet Corn Cup,Snacks,Malaysia,1 cup,160.0,296.0,5.0,42.0,12.0,12.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?sweet%20corn%20cup%20malaysia%20food,sweet corn cup malaysia food
186,Rojak Buah,Snacks,Malaysia,1 plate,250.0,316.0,5.0,56.0,8.0,32.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?fresh%20fruit,fresh fruit
187,Rojak Mamak,Snacks,Indian Malaysian,1 plate,300.0,468.0,14.0,58.0,20.0,20.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?rojak%20mamak%20indian%20malaysian%20food,rojak mamak indian malaysian food
188,Teh Tarik,Drinks,Malaysia,1 glass,250.0,206.0,6.0,32.0,6.0,28.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?teh%20tarik,teh tarik
189,Teh O Ais,Drinks,Malaysia,1 glass,250.0,96.0,0.0,24.0,0.0,24.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?teh%20tarik,teh tarik
190,Teh Ais,Drinks,Malaysia,1 glass,300.0,201.0,5.0,34.0,5.0,30.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?teh%20tarik,teh tarik
191,Kopi O,Drinks,Malaysia,1 cup,200.0,72.0,0.0,18.0,0.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?coffee%20drink,coffee drink
192,Kopi Susu,Drinks,Malaysia,1 cup,250.0,177.0,5.0,28.0,5.0,24.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?coffee%20drink,coffee drink
193,Milo Ais,Drinks,Malaysia,1 glass,300.0,296.0,8.0,48.0,8.0,38.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?milo%20ais%20malaysia%20food,milo ais malaysia food
194,Milo Panas,Drinks,Malaysia,1 mug,250.0,251.0,7.0,40.0,7.0,32.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?milo%20panas%20malaysia%20food,milo panas malaysia food
195,Sirap Bandung,Drinks,Malaysia,1 glass,300.0,220.0,4.0,42.0,4.0,40.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?sirap%20bandung%20malaysia%20food,sirap bandung malaysia food
196,Sirap Ais,Drinks,Malaysia,1 glass,300.0,136.0,0.0,34.0,0.0,34.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?sirap%20ais%20malaysia%20food,sirap ais malaysia food
197,Soya Bean Drink,Drinks,Malaysia,1 cup,300.0,202.0,9.0,28.0,6.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?soya%20bean%20drink%20malaysia%20food,soya bean drink malaysia food
198,Cincau Drink,Drinks,Malaysia,1 glass,300.0,140.0,1.0,34.0,0.0,30.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?cincau%20drink%20malaysia%20food,cincau drink malaysia food
199,Barley Drink,Drinks,Malaysia,1 glass,300.0,145.0,2.0,32.0,1.0,24.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?barley%20drink%20malaysia%20food,barley drink malaysia food
200,Lemon Tea Ais,Drinks,Malaysia,1 glass,300.0,144.0,0.0,36.0,0.0,34.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?lemon%20tea%20ais%20malaysia%20food,lemon tea ais malaysia food
201,Lime Juice Ais,Drinks,Malaysia,1 glass,300.0,120.0,0.0,30.0,0.0,28.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?fruit%20juice,fruit juice
202,Air Kelapa,Drinks,Malaysia,1 cup,300.0,129.0,2.0,28.0,1.0,20.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?air%20kelapa%20malaysia%20food,air kelapa malaysia food
203,Sugar Cane Juice,Drinks,Malaysia,1 cup,300.0,192.0,0.0,48.0,0.0,46.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?fruit%20juice,fruit juice
204,ABC Drink,Drinks,Malaysia,1 cup,300.0,372.0,5.0,70.0,8.0,46.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?abc%20drink%20malaysia%20food,abc drink malaysia food
205,Protein Shake,Drinks,International,1 scoop with water,300.0,138.0,25.0,5.0,2.0,2.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?protein%20shake%20international%20food,protein shake international food
206,Fresh Milk,Drinks,International,1 cup,250.0,152.0,8.0,12.0,8.0,12.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?milk%20drink,milk drink
207,Chocolate Milk,Drinks,International,1 cup,250.0,211.0,9.0,28.0,7.0,24.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?chocolate%20dessert,chocolate dessert
208,Orange Juice,Drinks,International,1 cup,250.0,112.0,2.0,26.0,0.0,22.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?fruit%20juice,fruit juice
209,Apple Juice,Drinks,International,1 cup,250.0,112.0,0.0,28.0,0.0,24.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?fruit%20juice,fruit juice
210,Bubble Milk Tea,Drinks,Malaysia,1 cup,500.0,468.0,8.0,82.0,12.0,58.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?teh%20tarik,teh tarik
211,Thai Milk Tea,Drinks,Thai/Malaysia,1 cup,350.0,312.0,6.0,54.0,8.0,46.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?teh%20tarik,teh tarik
212,Iced Coffee Latte,Drinks,International,1 cup,350.0,216.0,8.0,28.0,8.0,24.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?coffee%20drink,coffee drink
213,Plain Water,Drinks,International,1 cup,250.0,0.0,0.0,0.0,0.0,0.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?plain%20water%20international%20food,plain water international food
214,100 Plus,Drinks,Malaysia,1 can,325.0,104.0,0.0,26.0,0.0,26.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?100%20plus%20malaysia%20food,100 plus malaysia food
215,Cola,Drinks,International,1 can,325.0,140.0,0.0,35.0,0.0,35.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?cola%20international%20food,cola international food
216,Soy Cincau,Drinks,Malaysia,1 cup,350.0,245.0,8.0,42.0,5.0,30.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?soy%20cincau%20malaysia%20food,soy cincau malaysia food
217,Banana,Fruits,International,1 medium,118.0,112.0,1.0,27.0,0.0,14.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?banana%20international%20food,banana international food
218,Apple,Fruits,International,1 medium,182.0,104.0,1.0,25.0,0.0,19.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?apple%20international%20food,apple international food
219,Orange,Fruits,International,1 medium,130.0,64.0,1.0,15.0,0.0,12.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?orange%20international%20food,orange international food
220,Watermelon,Fruits,International,1 bowl,280.0,92.0,2.0,21.0,0.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?watermelon%20international%20food,watermelon international food
221,Mango,Fruits,Malaysia,1 cup,165.0,113.0,1.0,25.0,1.0,23.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?mango%20malaysia%20food,mango malaysia food
222,Papaya,Fruits,Malaysia,1 cup,145.0,68.0,1.0,16.0,0.0,11.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?papaya%20malaysia%20food,papaya malaysia food
223,Guava,Fruits,Malaysia,1 fruit,165.0,121.0,4.0,24.0,1.0,15.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?guava%20malaysia%20food,guava malaysia food
224,Dragon Fruit,Fruits,Malaysia,1 cup,170.0,96.0,2.0,22.0,0.0,14.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?fresh%20fruit,fresh fruit
225,Rambutan,Fruits,Malaysia,10 pieces,100.0,84.0,1.0,20.0,0.0,18.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?rambutan%20malaysia%20food,rambutan malaysia food
226,Durian,Fruits,Malaysia,3 seeds,150.0,248.0,4.0,40.0,8.0,20.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?durian%20malaysia%20food,durian malaysia food
227,Mangosteen,Fruits,Malaysia,5 pieces,100.0,76.0,1.0,18.0,0.0,16.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?mangosteen%20malaysia%20food,mangosteen malaysia food
228,Pineapple,Fruits,Malaysia,1 cup,165.0,92.0,1.0,22.0,0.0,16.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?pineapple%20malaysia%20food,pineapple malaysia food
229,Jackfruit,Fruits,Malaysia,1 cup,165.0,181.0,3.0,40.0,1.0,32.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?jackfruit%20malaysia%20food,jackfruit malaysia food
230,Longan,Fruits,Malaysia,10 pieces,100.0,64.0,1.0,15.0,0.0,14.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?longan%20malaysia%20food,longan malaysia food
231,Lychee,Fruits,Malaysia,10 pieces,100.0,72.0,1.0,17.0,0.0,15.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?lychee%20malaysia%20food,lychee malaysia food
232,Coconut Flesh,Fruits,Malaysia,1 serving,80.0,294.0,3.0,12.0,26.0,5.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?coconut%20flesh%20malaysia%20food,coconut flesh malaysia food
233,Kangkung Belacan,Vegetables,Malaysia,1 serving,150.0,154.0,4.0,12.0,10.0,4.0,estimated_curated_standard_portion,https://source.unsplash.com/800x600/?kangkung%20belacan%20malaysia%20food,kangkung belacan malaysia food
